event_type,src_ip_type,dst_port,protocol,alert_severity,alert_signature,failed_attempts,session_duration,bytes_sent,is_cloud_asset,label
cloud,external,5432,tcp,low,normal,2,6,4031,0,0
firewall,external,80,tcp,medium,port_scan,2,103,2107,1,1
auth,internal,8080,tcp,high,normal,2,221,15461,0,1
auth,internal,5432,tcp,high,normal,0,373,3918,0,1
firewall,external,53,udp,low,normal,1,600,1138,1,1
auth,internal,80,tcp,low,normal,1,217,223,0,0
firewall,internal,443,udp,low,normal,3,515,3223,1,0
cloud,internal,443,tcp,low,normal,1,391,3207,0,0
ids,internal,3389,tcp,low,normal,1,84,258,0,0
ids,external,5432,tcp,high,normal,4,94,162,1,1
cloud,external,25,tcp,low,normal,5,238,1248,1,1
cloud,external,21,udp,medium,normal,1,132,15691,1,1
firewall,external,3306,udp,medium,bruteforce,21,12,10356,0,1
auth,internal,21,tcp,high,normal,1,95,220,1,1
ids,external,3306,udp,high,bruteforce,29,125,757,0,1
ids,internal,5432,tcp,medium,normal,1,326,22,0,0
firewall,external,53,tcp,low,normal,0,309,874,0,1
firewall,internal,22,udp,high,bruteforce,35,549,12316,0,1
firewall,external,25,tcp,medium,normal,5,38,309,0,1
ids,external,5432,tcp,medium,normal,2,1833,4270,0,0
cloud,internal,21,udp,low,normal,3,81,7337,0,0
cloud,internal,53,tcp,low,normal,0,752,9031,0,0
auth,internal,21,tcp,low,normal,3,159,2011,1,0
firewall,internal,5432,udp,low,normal,2,183,24001,0,0
firewall,internal,443,tcp,medium,malware,1,474,1557,0,1
cloud,external,5432,tcp,medium,normal,2,332,5644,0,0
auth,internal,22,tcp,low,normal,3,141,95,0,0
ids,internal,21,tcp,medium,port_scan,2,254,10776,0,1
cloud,external,3306,tcp,low,normal,2,228,4686,1,0
cloud,internal,22,tcp,high,malware,0,281,59295,0,1
cloud,internal,80,udp,high,port_scan,2,148,3523,0,1
auth,external,21,udp,low,normal,0,311,3739,0,1
auth,external,21,tcp,low,normal,1,249,8341,1,1
firewall,internal,80,tcp,low,normal,3,418,3113,0,0
cloud,internal,21,tcp,high,normal,0,26,4466,0,1
cloud,internal,80,tcp,low,normal,2,95,7681,0,0
ids,internal,22,udp,high,normal,5,1008,6299,0,1
ids,internal,80,tcp,high,malware,1,78,32268,0,1
firewall,external,25,udp,high,normal,3,52,2230,0,1
cloud,external,21,tcp,high,bruteforce,20,85,1367,0,1
cloud,internal,53,tcp,low,normal,0,79,8475,0,0
ids,internal,22,tcp,high,bruteforce,24,30,3496,1,1
firewall,internal,25,tcp,high,normal,2,56,4223,1,1
firewall,internal,22,tcp,low,normal,3,41,4585,0,0
cloud,external,8080,tcp,medium,bruteforce,14,183,4104,0,1
cloud,external,80,tcp,high,normal,3,71,6160,0,1
cloud,internal,22,tcp,medium,normal,0,405,2166,0,0
firewall,internal,21,tcp,low,normal,1,548,2346,0,0
firewall,external,3306,tcp,high,normal,2,26,3056,1,1
ids,internal,3389,tcp,low,normal,0,116,14566,1,0
ids,internal,25,udp,low,normal,1,1016,737,0,0
cloud,internal,22,udp,low,normal,2,314,6240,0,0
cloud,internal,53,udp,high,port_scan,1,421,1480,1,1
cloud,internal,3389,udp,low,normal,3,110,9351,0,0
cloud,external,8080,tcp,medium,bruteforce,13,307,791,0,1
firewall,internal,22,tcp,high,port_scan,2,60,16445,0,1
auth,internal,53,tcp,low,normal,0,42,3085,0,0
cloud,external,5432,tcp,low,normal,6,27,6717,0,0
cloud,internal,53,udp,low,normal,1,322,1035,1,0
ids,internal,80,udp,medium,normal,0,210,744,0,0
firewall,internal,3389,udp,low,normal,2,69,14658,0,0
ids,internal,3389,tcp,low,normal,2,599,3240,0,0
cloud,external,53,tcp,low,normal,3,603,2584,0,1
auth,internal,22,tcp,low,normal,6,570,1862,0,0
ids,external,80,tcp,low,normal,2,30,1141,1,1
auth,external,3389,tcp,low,normal,2,140,4487,0,0
auth,internal,53,tcp,low,normal,3,44,1565,0,0
firewall,internal,3389,tcp,high,normal,1,68,890,1,1
ids,internal,8080,tcp,low,normal,3,191,11312,0,0
auth,internal,21,tcp,medium,normal,2,113,4814,1,0
firewall,internal,21,udp,medium,malware,1,227,10434,0,1
auth,internal,80,tcp,medium,malware,0,283,29157,0,1
firewall,external,25,udp,high,bruteforce,38,24,4510,0,1
cloud,internal,53,tcp,high,normal,5,159,3986,0,1
firewall,internal,22,tcp,low,normal,2,607,2726,0,0
firewall,internal,53,tcp,low,normal,2,805,1124,0,0
cloud,internal,21,tcp,medium,port_scan,1,63,2855,1,1
firewall,external,53,tcp,medium,bruteforce,12,152,5442,0,1
ids,external,25,tcp,low,normal,0,344,515,0,1
ids,internal,21,tcp,low,normal,3,171,3643,0,0
auth,external,53,tcp,low,normal,3,169,23719,0,1
auth,external,8080,tcp,low,normal,2,11,3213,0,0
auth,external,25,tcp,medium,bruteforce,43,222,879,0,1
ids,external,443,tcp,medium,normal,3,338,18866,1,1
ids,external,21,tcp,medium,normal,2,901,1206,0,1
ids,internal,22,tcp,low,normal,2,133,6898,0,0
firewall,internal,3389,tcp,high,malware,2,26,17010,0,1
firewall,internal,443,tcp,low,normal,0,218,27329,0,0
firewall,internal,5432,tcp,high,normal,2,105,4970,0,1
firewall,external,53,tcp,low,normal,7,516,6439,0,1
cloud,internal,3389,tcp,low,normal,4,402,661,0,0
firewall,external,443,tcp,low,normal,3,85,27695,0,1
firewall,internal,21,tcp,high,normal,3,667,3038,0,1
auth,external,53,udp,medium,bruteforce,33,213,5067,0,1
firewall,external,3306,tcp,high,normal,1,218,3542,0,1
auth,external,8080,tcp,medium,malware,2,100,3567,0,1
cloud,external,23,tcp,high,port_scan,1,33,2988,1,1
cloud,internal,22,tcp,low,normal,2,692,15776,0,0
ids,internal,3389,udp,medium,normal,2,279,5478,0,0
cloud,external,22,tcp,high,bruteforce,17,18,442,0,1
firewall,internal,8080,tcp,low,normal,1,732,15010,0,0
ids,internal,25,tcp,high,bruteforce,42,187,825,0,1
firewall,internal,3306,tcp,low,normal,0,3,4447,0,0
cloud,internal,80,tcp,medium,normal,1,532,7443,0,0
firewall,external,21,tcp,high,port_scan,3,80,1696,0,1
firewall,external,53,tcp,high,malware,1,449,55335,0,1
auth,external,443,tcp,high,bruteforce,19,148,3746,1,1
ids,internal,3306,udp,medium,malware,4,186,39114,0,1
ids,internal,3389,udp,medium,malware,0,35,12276,0,1
ids,external,21,udp,high,malware,4,362,43773,0,1
ids,external,443,tcp,low,normal,4,397,1646,0,1
ids,external,3306,tcp,low,normal,3,326,1364,1,0
ids,external,8080,udp,low,normal,0,1025,2945,1,0
auth,internal,22,tcp,low,normal,3,342,2045,1,0
ids,internal,80,tcp,high,normal,4,290,4424,0,1
firewall,external,443,tcp,medium,normal,2,612,3032,0,1
cloud,external,3306,tcp,high,malware,0,107,11535,1,1
firewall,external,53,udp,low,normal,2,107,8960,0,1
auth,internal,22,udp,low,normal,1,364,13641,0,0
ids,external,21,tcp,high,port_scan,3,415,4427,0,1
ids,internal,3306,tcp,medium,malware,2,74,3906,0,1
ids,internal,443,tcp,low,normal,3,421,5826,1,0
ids,internal,80,tcp,high,port_scan,5,415,15841,0,1
ids,external,5432,tcp,medium,normal,0,517,19832,0,0
ids,internal,53,tcp,medium,normal,3,906,2603,1,0
ids,internal,21,tcp,low,normal,3,59,4954,0,0
ids,internal,25,tcp,medium,normal,2,819,6121,0,0
firewall,external,22,tcp,medium,normal,4,371,12425,0,1
ids,internal,21,tcp,high,malware,1,316,19716,0,1
firewall,external,3389,tcp,medium,normal,1,110,4623,1,0
firewall,internal,3306,tcp,low,normal,3,336,374,0,0
auth,internal,3306,udp,high,normal,2,83,3581,1,1
ids,external,3306,tcp,low,normal,1,146,4579,0,0
auth,internal,22,tcp,low,normal,3,920,1365,0,0
auth,internal,3389,tcp,high,malware,1,658,10479,1,1
ids,internal,3389,tcp,medium,malware,1,62,20061,0,1
cloud,external,3306,udp,low,normal,5,370,1493,0,0
cloud,internal,3306,tcp,low,normal,2,1012,314,0,0
ids,internal,22,tcp,medium,bruteforce,35,150,12115,0,1
ids,external,5432,tcp,medium,normal,2,115,2201,0,0
cloud,internal,443,tcp,high,port_scan,3,104,2811,0,1
auth,internal,21,tcp,high,normal,3,54,15229,1,1
ids,internal,443,tcp,low,normal,1,408,1410,0,0
ids,external,21,udp,medium,malware,1,6,15315,0,1
firewall,internal,443,udp,medium,normal,5,3,8707,0,0
firewall,external,3389,tcp,high,normal,4,117,1383,1,1
auth,external,443,tcp,low,normal,3,246,3604,1,1
firewall,internal,22,udp,low,normal,6,153,2460,0,0
firewall,external,53,tcp,high,normal,4,90,802,0,1
auth,internal,25,tcp,high,normal,2,103,3459,0,1
ids,internal,80,tcp,high,normal,1,191,12053,0,1
ids,external,3389,tcp,low,normal,3,145,367,1,0
auth,internal,23,tcp,high,port_scan,3,241,3002,0,1
cloud,internal,22,tcp,medium,bruteforce,13,161,3671,0,1
firewall,internal,3306,tcp,low,normal,2,350,2424,1,0
firewall,internal,443,tcp,low,normal,3,3,799,0,0
ids,internal,443,tcp,medium,normal,4,366,5633,0,0
firewall,external,25,tcp,medium,port_scan,5,708,4701,0,1
firewall,external,22,tcp,medium,normal,3,571,1692,0,1
ids,internal,3306,tcp,low,normal,3,427,421,0,0
ids,internal,5432,tcp,low,normal,3,117,2885,1,0
firewall,internal,3389,tcp,low,normal,0,144,3525,0,0
ids,internal,5432,tcp,low,normal,2,322,53,0,0
firewall,internal,3389,tcp,medium,normal,1,79,743,1,0
ids,internal,3389,udp,low,normal,2,145,1125,1,0
firewall,internal,3389,udp,medium,normal,0,132,3679,0,0
ids,internal,8080,tcp,high,malware,3,1359,10830,0,1
cloud,external,8080,udp,high,malware,2,102,6351,1,1
firewall,internal,25,tcp,low,normal,4,78,93,0,0
auth,external,8080,udp,high,malware,2,293,2760,1,1
auth,external,53,tcp,medium,normal,4,74,2648,0,1
firewall,external,3389,udp,medium,normal,1,227,198,0,0
ids,external,80,tcp,low,normal,1,414,6465,0,1
firewall,external,53,udp,high,bruteforce,39,37,1442,0,1
firewall,internal,23,udp,high,port_scan,2,343,57,0,1
auth,internal,443,tcp,low,normal,1,514,11946,0,0
firewall,external,21,tcp,medium,normal,1,417,2849,0,1
ids,external,80,tcp,low,normal,0,1360,667,0,1
ids,internal,8080,tcp,low,normal,0,120,1331,0,0
firewall,external,21,tcp,high,normal,3,40,468,0,1
auth,internal,80,tcp,low,normal,3,883,4111,0,0
firewall,internal,3389,udp,low,normal,5,58,3413,1,0
firewall,internal,80,udp,high,normal,3,239,20203,0,1
cloud,external,5432,tcp,low,normal,6,96,3364,1,0
auth,external,3306,tcp,high,malware,2,168,513,1,1
ids,external,3306,tcp,low,normal,0,16,7023,0,0
ids,external,8080,tcp,medium,normal,1,51,827,0,0
ids,internal,3306,tcp,medium,malware,0,531,12249,0,1
ids,external,21,tcp,low,normal,4,339,1304,0,1
ids,internal,25,tcp,medium,bruteforce,15,261,15442,0,1
ids,external,53,tcp,high,normal,3,224,4589,0,1
ids,internal,80,tcp,high,port_scan,1,964,743,0,1
ids,internal,5432,tcp,medium,normal,1,109,9295,0,0
cloud,external,21,tcp,low,normal,1,20,9016,0,1
ids,external,5432,tcp,medium,normal,1,164,389,0,0
firewall,internal,53,tcp,low,normal,1,335,9392,1,0
firewall,external,53,tcp,high,normal,2,22,10643,0,1
cloud,internal,80,tcp,medium,normal,2,230,7096,0,0
ids,internal,25,tcp,medium,port_scan,1,348,264,1,1
firewall,external,22,tcp,low,normal,2,1119,11511,0,1
cloud,internal,443,tcp,medium,normal,2,569,4432,0,0
cloud,external,3306,udp,medium,malware,1,81,26496,0,1
cloud,internal,25,tcp,medium,normal,4,270,5160,0,0
ids,internal,21,tcp,low,normal,5,320,5561,0,0
ids,internal,8080,tcp,medium,malware,3,539,18693,1,1
auth,internal,21,tcp,low,normal,1,161,3672,0,0
cloud,internal,443,tcp,high,port_scan,0,94,15581,0,1
firewall,external,5432,tcp,low,normal,4,652,4957,1,0
firewall,external,53,tcp,medium,malware,2,256,726,1,1
ids,external,3306,tcp,medium,malware,1,429,45771,0,1
auth,external,53,tcp,medium,normal,3,106,13281,0,1
ids,internal,22,tcp,low,normal,1,656,1810,1,0
firewall,internal,8080,tcp,low,normal,1,1118,3776,0,0
firewall,internal,22,tcp,high,normal,0,679,4962,0,1
firewall,internal,80,tcp,low,normal,2,22,6847,1,0
ids,external,3389,tcp,high,bruteforce,35,939,7818,0,1
ids,internal,25,tcp,low,normal,6,561,3459,0,0
auth,internal,443,tcp,low,normal,1,242,5515,0,0
ids,internal,22,tcp,low,normal,2,73,7758,0,0
firewall,internal,443,tcp,low,normal,3,277,11367,0,0
ids,internal,80,tcp,low,normal,4,165,7579,0,0
firewall,external,21,tcp,medium,normal,1,155,7116,0,1
firewall,internal,53,tcp,medium,normal,3,21,1185,0,0
ids,external,53,tcp,medium,port_scan,3,100,3735,1,1
firewall,internal,443,tcp,low,normal,1,125,1006,1,0
ids,external,5432,udp,low,normal,3,175,7505,0,0
ids,external,443,tcp,low,normal,1,538,4080,0,1
cloud,external,3306,tcp,low,normal,2,451,1326,1,0
firewall,internal,21,tcp,high,bruteforce,24,30,726,0,1
cloud,internal,22,tcp,low,normal,3,428,777,1,0
ids,external,21,tcp,low,normal,1,442,9652,1,1
auth,internal,25,tcp,low,normal,1,24,7135,0,0
auth,internal,3306,tcp,medium,normal,2,274,7568,0,0
firewall,internal,23,tcp,medium,port_scan,5,1036,5888,1,1
firewall,external,3306,tcp,low,normal,1,267,1022,0,0
firewall,internal,80,tcp,high,bruteforce,38,104,765,1,1
firewall,external,3389,udp,high,normal,0,143,2344,0,1
cloud,internal,25,tcp,low,normal,4,533,6898,1,0
cloud,internal,5432,udp,high,bruteforce,16,392,10417,1,1
cloud,internal,21,tcp,medium,normal,4,474,1567,0,0
ids,internal,443,tcp,medium,normal,2,201,6193,1,0
auth,internal,21,tcp,medium,port_scan,2,10,4877,0,1
cloud,internal,80,tcp,low,normal,3,107,1089,0,0
ids,internal,22,tcp,low,normal,1,6,5272,0,0
ids,external,5432,tcp,low,normal,4,169,1580,0,0
auth,internal,21,udp,medium,normal,3,267,3025,0,0
firewall,internal,3389,tcp,low,normal,1,471,8963,1,0
cloud,internal,5432,tcp,low,normal,1,343,3420,0,0
ids,internal,21,tcp,low,normal,1,584,101,1,0
auth,internal,80,tcp,low,normal,0,279,13391,1,0
ids,internal,5432,tcp,medium,malware,2,134,24399,0,1
ids,external,21,tcp,high,port_scan,3,52,3478,1,1
ids,internal,23,tcp,high,port_scan,2,14,9567,0,1
cloud,external,22,tcp,low,normal,2,451,10279,1,1
auth,internal,80,udp,low,normal,1,103,1933,0,0
firewall,external,22,tcp,medium,bruteforce,13,254,3416,1,1
firewall,internal,25,tcp,low,normal,4,71,4640,0,0
cloud,internal,3306,tcp,medium,malware,3,475,10317,0,1
firewall,external,3389,udp,high,bruteforce,34,113,4742,0,1
cloud,internal,21,tcp,high,normal,2,550,1080,1,1
firewall,internal,80,tcp,low,normal,0,60,1790,1,0
firewall,internal,53,tcp,high,normal,3,8,12483,0,1
firewall,external,3389,tcp,low,normal,4,527,1531,0,0
firewall,external,53,udp,high,bruteforce,26,25,1327,0,1
auth,external,3306,udp,high,normal,1,239,593,1,1
firewall,external,25,tcp,high,normal,3,397,4246,0,1
ids,internal,443,udp,low,normal,4,684,7912,0,0
cloud,internal,80,tcp,medium,normal,4,235,8435,1,0
firewall,external,5432,tcp,medium,normal,3,388,4431,1,0
firewall,external,53,tcp,medium,port_scan,6,53,6710,1,1
cloud,internal,22,udp,low,normal,5,38,12623,0,0
auth,external,5432,tcp,high,normal,4,379,2001,0,1
ids,internal,21,udp,low,normal,1,129,3730,0,0
cloud,external,3389,tcp,medium,bruteforce,13,42,555,1,1
auth,external,22,tcp,low,normal,4,337,9508,0,1
firewall,external,80,tcp,low,normal,2,2232,504,1,1
ids,internal,8080,tcp,low,normal,2,21,3298,0,0
auth,internal,5432,tcp,low,normal,3,127,2276,0,0
auth,internal,80,udp,low,normal,5,75,714,1,0
firewall,internal,80,tcp,medium,malware,0,36,39960,0,1
cloud,external,3306,tcp,low,normal,4,670,5171,1,0
auth,external,80,udp,low,normal,3,144,88,0,1
ids,internal,22,tcp,high,malware,4,431,381,0,1
firewall,internal,25,tcp,medium,normal,5,201,5736,1,0
ids,internal,80,tcp,low,normal,3,103,234,1,0
auth,internal,8080,tcp,low,normal,2,12,2409,0,0
ids,external,21,tcp,high,port_scan,3,177,6536,0,1
firewall,external,21,udp,low,normal,1,49,2648,0,1
auth,external,53,tcp,medium,normal,4,1003,3849,0,1
cloud,internal,53,tcp,low,normal,2,61,5991,1,0
firewall,internal,25,udp,high,bruteforce,37,400,1544,1,1
cloud,internal,443,udp,low,normal,1,6,3996,0,0
ids,internal,5432,tcp,medium,bruteforce,25,245,3644,0,1
cloud,external,21,tcp,low,normal,3,18,226,1,1
ids,internal,25,tcp,high,bruteforce,31,26,1639,0,1
firewall,internal,21,udp,low,normal,2,213,1128,0,0
auth,external,5432,tcp,medium,normal,0,172,1751,1,0
ids,external,8080,tcp,low,normal,3,26,2490,0,0
ids,internal,21,tcp,high,bruteforce,27,193,5400,0,1
auth,external,80,udp,high,malware,0,261,13776,1,1
auth,internal,53,tcp,medium,normal,1,38,625,0,0
auth,external,22,tcp,medium,bruteforce,33,588,12594,1,1
auth,internal,3389,tcp,low,normal,2,17,3682,0,0
firewall,internal,443,tcp,medium,bruteforce,25,172,5949,0,1
ids,internal,5432,tcp,high,bruteforce,14,12,17770,1,1
firewall,internal,22,tcp,low,normal,3,72,3341,0,0
ids,internal,80,tcp,high,port_scan,1,173,2437,1,1
cloud,external,53,tcp,low,normal,1,40,1750,1,1
firewall,internal,22,tcp,low,normal,1,9,4590,1,0
firewall,external,8080,tcp,medium,normal,6,912,2777,0,0
firewall,internal,22,tcp,high,bruteforce,24,771,5325,0,1
cloud,internal,21,tcp,low,normal,1,21,10375,1,0
ids,external,80,tcp,low,normal,2,539,3173,0,1
firewall,external,22,udp,high,malware,1,40,17166,0,1
firewall,internal,22,udp,low,normal,1,588,8403,0,0
auth,internal,443,tcp,low,normal,2,153,6698,0,0
ids,external,22,tcp,low,normal,4,239,28127,0,1
cloud,internal,80,udp,high,malware,4,243,3516,1,1
cloud,internal,22,tcp,medium,port_scan,4,138,5698,1,1
firewall,internal,53,tcp,medium,port_scan,1,167,8286,1,1
auth,internal,21,tcp,high,bruteforce,13,50,11924,0,1
cloud,internal,25,tcp,low,normal,3,356,7178,1,0
auth,external,25,tcp,low,normal,5,325,810,0,1
ids,internal,25,tcp,medium,bruteforce,33,148,461,0,1
firewall,internal,25,tcp,low,normal,2,1917,1438,1,0
auth,external,53,tcp,low,normal,2,27,17537,0,1
firewall,external,21,tcp,medium,port_scan,3,722,742,1,1
auth,internal,22,tcp,low,normal,3,35,7445,0,0
cloud,external,53,tcp,medium,bruteforce,21,132,9456,0,1
cloud,external,53,tcp,low,normal,0,194,5676,1,1
firewall,internal,8080,tcp,low,normal,2,195,280,0,0
ids,internal,53,tcp,low,normal,0,463,10101,1,0
cloud,external,80,tcp,medium,normal,1,362,2693,1,1
cloud,internal,53,udp,medium,bruteforce,23,71,5196,1,1
ids,internal,80,tcp,low,normal,0,105,16904,1,0
cloud,external,25,tcp,low,normal,0,1539,6831,0,1
cloud,internal,25,tcp,high,normal,1,50,13280,0,1
firewall,external,8080,tcp,low,normal,0,32,2791,0,0
firewall,internal,22,tcp,medium,bruteforce,15,1012,3975,0,1
firewall,internal,25,tcp,high,normal,0,520,4130,0,1
ids,internal,21,udp,medium,normal,3,453,8031,0,0
firewall,internal,5432,tcp,high,malware,3,1418,14016,0,1
cloud,external,443,tcp,low,normal,2,105,11451,1,1
ids,external,8080,tcp,low,normal,5,264,2717,0,0
firewall,internal,443,udp,low,normal,2,808,760,1,0
firewall,external,53,tcp,medium,normal,1,536,8792,0,1
firewall,internal,25,udp,low,normal,2,169,1296,1,0
cloud,internal,53,tcp,medium,normal,0,238,7622,0,0
firewall,internal,8080,tcp,low,normal,0,48,1499,0,0
firewall,internal,3306,tcp,low,normal,4,341,1917,0,0
auth,external,8080,tcp,low,normal,1,560,109,1,0
firewall,internal,3306,tcp,high,normal,0,205,16974,0,1
ids,internal,8080,tcp,low,normal,2,881,12479,0,0
firewall,internal,80,udp,low,normal,3,483,2205,0,0
ids,external,80,tcp,low,normal,0,298,2052,0,1
ids,external,22,tcp,low,normal,3,412,863,1,1
firewall,external,8080,tcp,medium,normal,4,723,502,0,0
firewall,internal,21,tcp,low,normal,2,325,4137,0,0
cloud,internal,443,tcp,low,normal,0,17,424,1,0
firewall,internal,443,tcp,high,malware,2,236,34440,0,1
firewall,internal,5432,udp,high,normal,2,1528,973,1,1
auth,external,53,udp,high,normal,4,357,213,0,1
ids,internal,3306,tcp,medium,normal,2,55,3499,0,0
auth,internal,25,tcp,high,bruteforce,38,320,3284,1,1
ids,internal,8080,tcp,low,normal,1,203,7583,0,0
cloud,internal,21,tcp,high,normal,1,81,3399,0,1
ids,internal,80,tcp,medium,malware,2,155,3420,0,1
firewall,internal,443,tcp,low,normal,5,18,14045,0,0
ids,internal,21,tcp,low,normal,0,155,2444,1,0
cloud,external,3389,udp,high,malware,1,824,5967,1,1
firewall,internal,80,tcp,high,malware,2,130,32988,0,1
firewall,external,5432,tcp,low,normal,2,231,4504,0,0
ids,external,21,tcp,high,port_scan,1,20,3123,1,1
auth,external,53,tcp,medium,normal,2,63,492,0,1
ids,internal,21,tcp,high,malware,1,226,5145,0,1
cloud,internal,3306,tcp,low,normal,7,73,4710,0,0
ids,external,22,tcp,high,normal,1,344,1162,1,1
ids,internal,80,tcp,medium,port_scan,4,180,3977,0,1
ids,internal,53,udp,medium,normal,3,228,962,1,0
firewall,internal,25,tcp,high,normal,1,495,24085,0,1
firewall,external,3306,tcp,low,normal,0,261,3984,1,0
ids,external,3389,udp,low,normal,0,71,2302,1,0
auth,internal,21,tcp,medium,normal,2,43,2166,1,0
firewall,internal,53,tcp,low,normal,1,1230,6766,0,0
firewall,external,80,tcp,high,normal,2,957,1800,0,1
firewall,internal,5432,tcp,medium,normal,2,296,4697,1,0
firewall,internal,53,tcp,low,normal,1,444,7652,0,0
firewall,internal,53,tcp,high,malware,1,275,4293,0,1
ids,external,22,udp,high,port_scan,3,578,4785,0,1
ids,internal,8080,tcp,high,bruteforce,39,531,704,1,1
